PLAYER_NAME,PLAYER_ID,TEAM_ABBREVIATION,PERIOD
Michael Beasley,201563,MIL,1
John Henson,203089,MIL,1
Thon Maker,1627748,MIL,1
Rashad Vaughn,1626173,MIL,1
Malcolm Brogdon,1627763,MIL,1
Jae Crowder,203109,BOS,1
Amir Johnson,101161,BOS,1
Al Horford,201143,BOS,1
Avery Bradley,202340,BOS,1
Isaiah Thomas,202738,BOS,1
Rashad Vaughn,1626173,MIL,2
Greg Monroe,202328,MIL,2
Gary Payton II,1627780,MIL,2
Mirza Teletovic,203141,MIL,2
Jason Terry,1891,MIL,2
Kelly Olynyk,203482,BOS,2
Marcus Smart,203935,BOS,2
Jonas Jerebko,201973,BOS,2
Gerald Green,101123,BOS,2
Jaylen Brown,1627759,BOS,2
Michael Beasley,201563,MIL,3
John Henson,203089,MIL,3
Thon Maker,1627748,MIL,3
Rashad Vaughn,1626173,MIL,3
Malcolm Brogdon,1627763,MIL,3
Jae Crowder,203109,BOS,3
Amir Johnson,101161,BOS,3
Al Horford,201143,BOS,3
Avery Bradley,202340,BOS,3
Isaiah Thomas,202738,BOS,3
Michael Beasley,201563,MIL,4
Rashad Vaughn,1626173,MIL,4
Gary Payton II,1627780,MIL,4
Mirza Teletovic,203141,MIL,4
Spencer Hawes,201150,MIL,4
Avery Bradley,202340,BOS,4
Kelly Olynyk,203482,BOS,4
Marcus Smart,203935,BOS,4
Gerald Green,101123,BOS,4
Tyler Zeller,203092,BOS,4
