player.name,player.id,team.abbreviation,period
Trevor Ariza,2772,HOU,1
Ryan Anderson,201583,HOU,1
Clint Capela,203991,HOU,1
Patrick Beverley,201976,HOU,1
James Harden,201935,HOU,1
Jae Crowder,203109,BOS,1
Jonas Jerebko,201973,BOS,1
Al Horford,201143,BOS,1
Jaylen Brown,1627759,BOS,1
Isaiah Thomas,202738,BOS,1
Ryan Anderson,201583,HOU,2
Patrick Beverley,201976,HOU,2
Corey Brewer,201147,HOU,2
Montrezl Harrell,1626149,HOU,2
Sam Dekker,1626155,HOU,2
Al Horford,201143,BOS,2
Jaylen Brown,1627759,BOS,2
Marcus Smart,203935,BOS,2
Kelly Olynyk,203482,BOS,2
Terry Rozier,1626179,BOS,2
Trevor Ariza,2772,HOU,3
Ryan Anderson,201583,HOU,3
Clint Capela,203991,HOU,3
Patrick Beverley,201976,HOU,3
James Harden,201935,HOU,3
Jae Crowder,203109,BOS,3
Jonas Jerebko,201973,BOS,3
Al Horford,201143,BOS,3
Isaiah Thomas,202738,BOS,3
Marcus Smart,203935,BOS,3
Ryan Anderson,201583,HOU,4
Clint Capela,203991,HOU,4
Patrick Beverley,201976,HOU,4
Corey Brewer,201147,HOU,4
Sam Dekker,1626155,HOU,4
Al Horford,201143,BOS,4
Isaiah Thomas,202738,BOS,4
Kelly Olynyk,203482,BOS,4
Terry Rozier,1626179,BOS,4
Gerald Green,101123,BOS,4
