PLAYER_NAME,PLAYER_ID,TEAM_ABBREVIATION,PERIOD
Thabo Sefolosha,200757,ATL,1
Paul Millsap,200794,ATL,1
Dwight Howard,2730,ATL,1
Kent Bazemore,203145,ATL,1
Dennis Schroder,203471,ATL,1
LeBron James,2544,CLE,1
Kevin Love,201567,CLE,1
Tristan Thompson,202684,CLE,1
JR Smith,2747,CLE,1
Kyrie Irving,202681,CLE,1
Paul Millsap,200794,ATL,2
Kent Bazemore,203145,ATL,2
Mike Muscala,203488,ATL,2
Tim Hardaway Jr.,203501,ATL,2
Malcolm Delaney,1627098,ATL,2
Tristan Thompson,202684,CLE,2
Channing Frye,101112,CLE,2
Mike Dunleavy,2399,CLE,2
Richard Jefferson,2210,CLE,2
Iman Shumpert,202697,CLE,2
Thabo Sefolosha,200757,ATL,3
Paul Millsap,200794,ATL,3
Dwight Howard,2730,ATL,3
Kent Bazemore,203145,ATL,3
Dennis Schroder,203471,ATL,3
LeBron James,2544,CLE,3
Kevin Love,201567,CLE,3
Tristan Thompson,202684,CLE,3
JR Smith,2747,CLE,3
Kyrie Irving,202681,CLE,3
Paul Millsap,200794,ATL,4
Kent Bazemore,203145,ATL,4
Mike Muscala,203488,ATL,4
Tim Hardaway Jr.,203501,ATL,4
Malcolm Delaney,1627098,ATL,4
Kevin Love,201567,CLE,4
Kyrie Irving,202681,CLE,4
Channing Frye,101112,CLE,4
Mike Dunleavy,2399,CLE,4
Iman Shumpert,202697,CLE,4
