player.name,player.id,team.abbreviation,period
Omri Casspi,201956,CLE,1
Antawn Jamison,1712,CLE,1
Anderson Varejao,2760,CLE,1
Anthony Parker,1515,CLE,1
Kyrie Irving,202681,CLE,1
Michael Beasley,201563,MIN,1
Kevin Love,201567,MIN,1
Darko Milicic,2545,MIN,1
Wesley Johnson,202325,MIN,1
Luke Ridnour,2557,MIN,1
Alonzo Gee,202087,CLE,2
Tristan Thompson,202684,CLE,2
Ryan Hollins,200797,CLE,2
Ramon Sessions,201196,CLE,2
Daniel Gibson,200789,CLE,2
Kevin Love,201567,MIN,2
Luke Ridnour,2557,MIN,2
Ricky Rubio,201937,MIN,2
Derrick Williams,202682,MIN,2
Anthony Tolliver,201229,MIN,2
Omri Casspi,201956,CLE,3
Antawn Jamison,1712,CLE,3
Anderson Varejao,2760,CLE,3
Anthony Parker,1515,CLE,3
Kyrie Irving,202681,CLE,3
Michael Beasley,201563,MIN,3
Kevin Love,201567,MIN,3
Darko Milicic,2545,MIN,3
Wesley Johnson,202325,MIN,3
Luke Ridnour,2557,MIN,3
Alonzo Gee,202087,CLE,4
Tristan Thompson,202684,CLE,4
Ramon Sessions,201196,CLE,4
Daniel Gibson,200789,CLE,4
Samardo Samuels,202396,CLE,4
Kevin Love,201567,MIN,4
Ricky Rubio,201937,MIN,4
Derrick Williams,202682,MIN,4
Anthony Tolliver,201229,MIN,4
Wayne Ellington,201961,MIN,4
