player.name,player.id,team.abbreviation,period
DeShawn Stevenson,2052,DAL,1
Shawn Marion,1890,DAL,1
Tyson Chandler,2199,DAL,1
Jason Terry,1891,DAL,1
Jason Kidd,467,DAL,1
Anthony Parker,1515,CLE,1
Antawn Jamison,1712,CLE,1
Leon Powe,200796,CLE,1
Manny Harris,202412,CLE,1
Mo Williams,2590,CLE,1
Jason Terry,1891,DAL,2
Brendan Haywood,2217,DAL,2
J.J. Barea,200826,DAL,2
Dominique Jones,202346,DAL,2
Brian Cardinal,2073,DAL,2
Anthony Parker,1515,CLE,2
JJ Hickson,201581,CLE,2
Alonzo Gee,202087,CLE,2
Ramon Sessions,201196,CLE,2
Christian Eyenga,201963,CLE,2
DeShawn Stevenson,2052,DAL,3
Shawn Marion,1890,DAL,3
Tyson Chandler,2199,DAL,3
Jason Terry,1891,DAL,3
Jason Kidd,467,DAL,3
Anthony Parker,1515,CLE,3
Antawn Jamison,1712,CLE,3
Leon Powe,200796,CLE,3
Manny Harris,202412,CLE,3
Mo Williams,2590,CLE,3
Tyson Chandler,2199,DAL,4
Jason Terry,1891,DAL,4
J.J. Barea,200826,DAL,4
Dominique Jones,202346,DAL,4
Brian Cardinal,2073,DAL,4
JJ Hickson,201581,CLE,4
Alonzo Gee,202087,CLE,4
Ramon Sessions,201196,CLE,4
Christian Eyenga,201963,CLE,4
Ryan Hollins,200797,CLE,4
