PLAYER_NAME,PLAYER_ID,TEAM_ABBREVIATION,PERIOD
Jayson Tatum,1628369,BOS,1
Marcus Morris Sr.,202694,BOS,1
Daniel Theis,1628464,BOS,1
Marcus Smart,203935,BOS,1
Kyrie Irving,202681,BOS,1
Justin Holiday,203200,CHI,1
Lauri Markkanen,1628374,CHI,1
Wendell Carter Jr.,1628976,CHI,1
Zach LaVine,203897,CHI,1
Ryan Arcidiacono,1627853,CHI,1
Jayson Tatum,1628369,BOS,2
Gordon Hayward,202330,BOS,2
Guerschon Yabusele,1627824,BOS,2
Jaylen Brown,1627759,BOS,2
Terry Rozier,1626179,BOS,2
Justin Holiday,203200,CHI,2
Lauri Markkanen,1628374,CHI,2
Wendell Carter Jr.,1628976,CHI,2
Zach LaVine,203897,CHI,2
Ryan Arcidiacono,1627853,CHI,2
Jayson Tatum,1628369,BOS,3
Marcus Morris Sr.,202694,BOS,3
Daniel Theis,1628464,BOS,3
Marcus Smart,203935,BOS,3
Kyrie Irving,202681,BOS,3
Justin Holiday,203200,CHI,3
Lauri Markkanen,1628374,CHI,3
Wendell Carter Jr.,1628976,CHI,3
Zach LaVine,203897,CHI,3
Ryan Arcidiacono,1627853,CHI,3
Gordon Hayward,202330,BOS,4
Guerschon Yabusele,1627824,BOS,4
Jaylen Brown,1627759,BOS,4
Terry Rozier,1626179,BOS,4
Semi Ojeleye,1628400,BOS,4
Shaquille Harrison,1627885,CHI,4
Cameron Payne,1626166,CHI,4
Jabari Parker,203953,CHI,4
Antonio Blakeney,1628469,CHI,4
Cristiano Felicio,1626245,CHI,4
