PLAYER_NAME,PLAYER_ID,TEAM_ABBREVIATION,PERIOD
Paul George,202331,OKC,1
Jerami Grant,203924,OKC,1
Steven Adams,203500,OKC,1
Terrance Ferguson,1628390,OKC,1
Russell Westbrook,201566,OKC,1
Tyler Johnson,204020,MIA,1
James Johnson,201949,MIA,1
Hassan Whiteside,202355,MIA,1
Josh Richardson,1626196,MIA,1
Justise Winslow,1626159,MIA,1
Paul George,202331,OKC,2
Terrance Ferguson,1628390,OKC,2
Dennis Schroder,203471,OKC,2
Nerlens Noel,203457,OKC,2
Patrick Patterson,202335,OKC,2
Justise Winslow,1626159,MIA,2
Dwyane Wade,2548,MIA,2
Bam Adebayo,1628389,MIA,2
Dion Waiters,203079,MIA,2
Kelly Olynyk,203482,MIA,2
Paul George,202331,OKC,3
Jerami Grant,203924,OKC,3
Steven Adams,203500,OKC,3
Terrance Ferguson,1628390,OKC,3
Russell Westbrook,201566,OKC,3
Tyler Johnson,204020,MIA,3
James Johnson,201949,MIA,3
Hassan Whiteside,202355,MIA,3
Josh Richardson,1626196,MIA,3
Justise Winslow,1626159,MIA,3
Paul George,202331,OKC,4
Dennis Schroder,203471,OKC,4
Abdel Nader,1627846,OKC,4
Nerlens Noel,203457,OKC,4
Patrick Patterson,202335,OKC,4
Justise Winslow,1626159,MIA,4
Dwyane Wade,2548,MIA,4
Bam Adebayo,1628389,MIA,4
Dion Waiters,203079,MIA,4
Kelly Olynyk,203482,MIA,4
