GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN
0020000352,0,12,0,1,12:10 PM,12:00,,,,,
0020000352,1,10,0,1,12:11 PM,12:00,Jump Ball Grant vs. O'Neal: Tip to Harper,,,,
0020000352,2,2,1,1,12:12 PM,11:46,,,MISS O'Neal 10' Jump Shot,,
0020000352,3,4,0,1,12:12 PM,11:44,,,Grant REBOUND (Off:1 Def:0),,
0020000352,4,2,1,1,12:12 PM,11:42,,,MISS O'Neal 10' Jump Shot,,
0020000352,5,4,0,1,12:12 PM,11:40,Mason REBOUND (Off:0 Def:1),,,,
0020000352,6,2,1,1,12:12 PM,11:24,MISS Grant 16' Jump Shot,,,,
0020000352,7,4,0,1,12:12 PM,11:22,,,Grant REBOUND (Off:1 Def:1),,
0020000352,8,2,1,1,12:13 PM,11:04,,,MISS O'Neal 6' Jump Shot,,
0020000352,9,4,0,1,12:13 PM,11:02,Grant REBOUND (Off:0 Def:1),,,,
0020000352,10,7,6,1,12:13 PM,10:45,,,Fox Violation:Double Lane,,
0020000352,11,6,2,1,12:13 PM,10:39,,,Bryant S.FOUL (P1.T1),,
0020000352,13,3,11,1,12:14 PM,10:39,Jones Free Throw 1 of 2 (1 PTS),,,0 - 1,1
0020000352,14,3,12,1,12:14 PM,10:39,Jones Free Throw 2 of 2 (2 PTS),,,0 - 2,2
0020000352,15,2,46,1,12:14 PM,10:22,,,MISS Harper 8' Running Jump Shot,,
0020000352,16,4,0,1,12:14 PM,10:20,Jones REBOUND (Off:0 Def:1),,,,
0020000352,17,2,1,1,12:15 PM,10:05,MISS Mason 13' Jump Shot,,,,
0020000352,18,4,0,1,12:15 PM,10:03,,,Fox REBOUND (Off:0 Def:1),,
0020000352,19,1,5,1,12:15 PM,9:49,,,Fox  Layup (2 PTS) (O'Neal 1 AST),2 - 2,TIE
0020000352,20,1,1,1,12:15 PM,9:26,Jones 20' Jump Shot (4 PTS),,,2 - 4,2
0020000352,21,2,1,1,12:15 PM,9:13,,,MISS O'Neal 13' Jump Shot,,
0020000352,22,4,0,1,12:15 PM,9:11,Grant REBOUND (Off:0 Def:2),,,,
0020000352,23,1,1,1,12:16 PM,8:57,Bowen  3PT Jump Shot (3 PTS) (Mason 1 AST),,,2 - 7,5
0020000352,24,2,1,1,12:16 PM,8:39,,,MISS Bryant 20' Jump Shot,,
0020000352,25,4,0,1,12:16 PM,8:38,,,Fox REBOUND (Off:1 Def:1),,
0020000352,26,2,5,1,12:16 PM,8:35,,,MISS Fox  Layup,,
