PLAYER_NAME,PLAYER_ID,TEAM_ABBREVIATION,PERIOD
Luol Deng,2736,MIA,1
Chris Bosh,2547,MIA,1
Hassan Whiteside,202355,MIA,1
Dwyane Wade,2548,MIA,1
Goran Dragic,201609,MIA,1
Gordon Hayward,202330,UTA,1
Trey Lyles,1626168,UTA,1
Rudy Gobert,203497,UTA,1
Chris Johnson,203187,UTA,1
Raul Neto,203526,UTA,1
Chris Bosh,2547,MIA,2
Gerald Green,101123,MIA,2
Justise Winslow,1626159,MIA,2
Beno Udrih,2757,MIA,2
Amar'e Stoudemire,2405,MIA,2
Rudy Gobert,203497,UTA,2
Chris Johnson,203187,UTA,2
Joe Ingles,204060,UTA,2
Trevor Booker,202344,UTA,2
Trey Burke,203504,UTA,2
Luol Deng,2736,MIA,3
Chris Bosh,2547,MIA,3
Hassan Whiteside,202355,MIA,3
Dwyane Wade,2548,MIA,3
Goran Dragic,201609,MIA,3
Gordon Hayward,202330,UTA,3
Trey Lyles,1626168,UTA,3
Rudy Gobert,203497,UTA,3
Chris Johnson,203187,UTA,3
Raul Neto,203526,UTA,3
Chris Bosh,2547,MIA,4
Dwyane Wade,2548,MIA,4
Gerald Green,101123,MIA,4
Justise Winslow,1626159,MIA,4
Beno Udrih,2757,MIA,4
Rudy Gobert,203497,UTA,4
Chris Johnson,203187,UTA,4
Joe Ingles,204060,UTA,4
Trevor Booker,202344,UTA,4
Trey Burke,203504,UTA,4
