player.name,player.id,team.abbreviation,period
Kevin Durant,201142,OKC,1
Serge Ibaka,201586,OKC,1
Steven Adams,203500,OKC,1
Andre Roberson,203460,OKC,1
Russell Westbrook,201566,OKC,1
Gerald Green,101123,MIA,1
Chris Bosh,2547,MIA,1
Hassan Whiteside,202355,MIA,1
Dwyane Wade,2548,MIA,1
Goran Dragic,201609,MIA,1
Kevin Durant,201142,OKC,2
Dion Waiters,203079,OKC,2
Anthony Morrow,201627,OKC,2
Enes Kanter,202683,OKC,2
D.J. Augustin,201571,OKC,2
Chris Bosh,2547,MIA,2
Tyler Johnson,204020,MIA,2
Justise Winslow,1626159,MIA,2
Josh Richardson,1626196,MIA,2
Josh McRoberts,201177,MIA,2
Kevin Durant,201142,OKC,3
Serge Ibaka,201586,OKC,3
Steven Adams,203500,OKC,3
Andre Roberson,203460,OKC,3
Russell Westbrook,201566,OKC,3
Gerald Green,101123,MIA,3
Chris Bosh,2547,MIA,3
Hassan Whiteside,202355,MIA,3
Dwyane Wade,2548,MIA,3
Goran Dragic,201609,MIA,3
Dion Waiters,203079,OKC,4
Anthony Morrow,201627,OKC,4
Enes Kanter,202683,OKC,4
Nick Collison,2555,OKC,4
D.J. Augustin,201571,OKC,4
Chris Bosh,2547,MIA,4
Goran Dragic,201609,MIA,4
Tyler Johnson,204020,MIA,4
Justise Winslow,1626159,MIA,4
Josh McRoberts,201177,MIA,4
