eventorder,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,time.elapsed,is.end.of.possession,possession.end,possession.id,homedescription,visitordescription,score,scoremargin,player.1.id,neutraldescription,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
1,2,12,0,1,12:00:00,0,"",,1,"","",,,0,"","","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
2,4,10,0,1,12:00:00,0,"",,1,Jump Ball Horford vs. Howard: Tip to Bradley,"",,,201143,"","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
3,7,5,1,1,11:39:00,21,TRUE,turnover,1,Horford STEAL (1 STL),Green Bad Pass Turnover (P1.T1),,,201980,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
4,9,2,1,1,11:33:00,27,"",,2,MISS Thybulle  3PT Jump Shot,"",,,1629680,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
5,10,4,0,1,11:28:00,32,"",,2,Thybulle REBOUND (Off:1 Def:0),"",,,1629680,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6,11,1,1,1,11:27:00,33,TRUE,made.shot,2,Harris 27' 3PT Jump Shot (3 PTS) (Thybulle 1 AST),"",0 - 3,3,202699,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
7,13,1,63,1,11:09:00,51,TRUE,made.shot,3,"",Davis 13' Fadeaway Jumper (2 PTS),2 - 3,1,203076,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
8,14,6,1,1,11:01:00,59,"",,4,"",Bradley P.FOUL (P1.T1) (D.Taylor),,,202340,"","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
9,16,1,102,1,10:50:00,70,TRUE,made.shot,4,Harris 7' Driving Floating Bank Jump Shot (5 PTS),"",2 - 5,3,202699,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
10,17,1,1,1,10:36:00,84,"",,5,"",Davis 14' Jump Shot (4 PTS),4 - 5,1,203076,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"","",""
11,18,6,2,1,10:36:00,84,"",,5,Horford S.FOUL (P1.T1) (D.Taylor),"",,,201143,"","","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
12,20,3,10,1,10:36:00,84,TRUE,last.ft.made,5,"",Davis Free Throw 1 of 1 (5 PTS),5 - 5,TIE,203076,"","","",TRUE,"","","","","","","","","","","","","","","","","","",TRUE,"","","","",TRUE,TRUE,"","","",""
13,21,2,1,1,10:21:00,99,"",,6,MISS Horford 25' 3PT Jump Shot,"",,,201143,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
14,22,4,0,1,10:18:00,102,TRUE,missed.shot,6,"",Davis REBOUND (Off:0 Def:1),,,203076,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
15,23,5,2,1,10:08:00,112,TRUE,turnover,7,Thybulle STEAL (1 STL),James Lost Ball Turnover (P1.T2),,,2544,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
16,25,2,79,1,09:50:00,130,"",,8,MISS Harris 27' 3PT Pullup Jump Shot,"",,,202699,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
17,26,4,0,1,09:48:00,132,TRUE,missed.shot,8,"",Bradley REBOUND (Off:0 Def:1),,,202340,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
18,27,6,2,1,09:43:00,137,"",,9,Milton S.FOUL (P1.T2) (D.Taylor),"",,,1629003,"","","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
19,29,3,11,1,09:43:00,137,"",,9,"",MISS James Free Throw 1 of 2,,,2544,"","","",TRUE,"","","","","","","","","","",TRUE,"","","","","","",TRUE,"","","","","","","","","","",""
20,30,4,1,1,09:43:00,137,"",,9,"",Lakers Rebound,,,1610612747,"","","","",TRUE,"","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","","",""
21,31,3,12,1,09:43:00,137,TRUE,last.ft.made,9,"",James Free Throw 2 of 2 (1 PTS),6 - 5,-1,2544,"","","",TRUE,"","","","","","","","","","","","","","","","","","","",TRUE,"","",TRUE,TRUE,TRUE,"","","",""
22,32,5,40,1,09:33:00,147,TRUE,turnover,10,Milton Out of Bounds Lost Ball Turnover (P1.T1),"",,,1629003,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
23,33,1,1,1,09:22:00,158,TRUE,made.shot,11,"",Bradley 16' Jump Shot (2 PTS) (James 1 AST),8 - 5,-3,202340,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
24,35,5,39,1,09:04:00,176,TRUE,turnover,12,Harris Step Out of Bounds Turnover (P1.T2),"",,,202699,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
