eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,homedescription,neutraldescription,visitordescription,is.end.of.possession,possession.end,possession.id,score,scoremargin,player.1.id,time.elapsed,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
2,12,0,1,12:00:00,"","","","",,0,,,0,0,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
4,10,0,1,12:00:00,Jump Ball Jones vs. Turner: Tip to Holiday,"","","",,0,,,1627745,0,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
7,2,1,1,11:37:00,"","",MISS Holiday 26' 3PT Jump Shot,"",,0,,,1628988,23,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
8,4,0,1,11:35:00,Jones REBOUND (Off:0 Def:1),"","",TRUE,missed.shot,0,,,1627745,25,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
9,1,58,1,11:20:00,Fernando 10' Turnaround Hook Shot (2 PTS) (Huerter 1 AST),"","",TRUE,made.shot,1,0 - 2,2,1628981,40,TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
11,6,1,1,11:02:00,Fernando P.FOUL (P1.T1) (M.Ervin),"","","",,2,,,1628981,58,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
13,2,101,1,10:49:00,"","",MISS Holiday 19' Driving Floating Jump Shot,"",,2,,,1628988,71,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
14,4,0,1,10:46:00,Jones REBOUND (Off:0 Def:2),"","",TRUE,missed.shot,2,,,1627745,74,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
15,2,79,1,10:34:00,MISS Huerter 16' Pullup Jump Shot,"","","",,3,,,1628989,86,"",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
16,4,0,1,10:32:00,"","",Turner REBOUND (Off:0 Def:1),TRUE,missed.shot,3,,,1626167,88,"","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
