eventorder,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,time.elapsed,is.end.of.possession,possession.end,possession.id,homedescription,visitordescription,score,scoremargin,player.1.id,neutraldescription,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
1,2,12,0,1,12:00:00,0,"",,1,"","",,,0,"","","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
2,4,10,0,1,12:00:00,0,"",,1,Jump Ball Drummond vs. Gafford: Tip to Brown,"",,,203083,"","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
3,7,2,1,1,11:35:00,25,"",,1,MISS Mykhailiuk 28' 3PT Jump Shot,"",,,1629004,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
4,8,4,0,1,11:31:00,29,TRUE,missed.shot,1,"",Gafford REBOUND (Off:0 Def:1),,,1629655,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
5,9,1,98,1,11:09:00,51,TRUE,made.shot,2,"",Gafford 5' Cutting Layup Shot (2 PTS) (LaVine 1 AST),2 - 0,-2,1629655,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
6,11,2,6,1,10:58:00,62,"",,3,MISS Drummond 3' Driving Layup,"",,,203083,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
7,12,4,0,1,10:56:00,64,TRUE,missed.shot,3,"",Markkanen REBOUND (Off:0 Def:1),,,1628374,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
8,13,2,105,1,10:41:00,79,"",,4,"",MISS Satoransky 10' Turnaround Fadeaway Bank Jump Shot,,,203107,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
9,14,4,0,1,10:39:00,81,TRUE,missed.shot,4,Doumbouya REBOUND (Off:0 Def:1),"",,,1629635,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
10,15,1,41,1,10:34:00,86,TRUE,made.shot,5,Doumbouya 2' Running Layup (2 PTS),"",2 - 2,TIE,1629635,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
11,16,2,1,1,10:24:00,96,"",,6,"",MISS Dunn 25' 3PT Jump Shot,,,1627739,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
12,17,4,0,1,10:21:00,99,TRUE,missed.shot,6,Mykhailiuk REBOUND (Off:0 Def:1),"",,,1629004,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
13,18,1,1,1,10:02:00,118,TRUE,made.shot,7,Drummond 27' 3PT Jump Shot (3 PTS) (Mykhailiuk 1 AST),"",2 - 5,3,203083,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
14,20,2,1,1,09:45:00,135,"",,8,"",MISS LaVine 27' 3PT Jump Shot,,,203897,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
15,21,4,0,1,09:42:00,138,TRUE,missed.shot,8,Mykhailiuk REBOUND (Off:0 Def:2),"",,,1629004,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
16,22,1,75,1,09:37:00,143,TRUE,made.shot,9,Mykhailiuk 3' Driving Finger Roll Layup (2 PTS),"",2 - 7,5,1629004,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
17,24,2,58,1,09:16:00,164,"",,10,"",MISS Dunn 6' Turnaround Hook Shot,,,1627739,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
18,25,4,0,1,09:13:00,167,TRUE,missed.shot,10,Brown REBOUND (Off:0 Def:1),"",,,1628971,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
19,28,2,1,1,09:00:00,180,"",,11,MISS Snell 29' 3PT Jump Shot,"",,,203503,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
20,29,4,0,1,08:57:00,183,TRUE,missed.shot,11,"",Satoransky REBOUND (Off:0 Def:1),,,203107,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
21,30,6,2,1,08:52:00,188,"",,12,Brown S.FOUL (P1.T1) (M.Ayotte),"",,,1628971,"","","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
22,32,3,11,1,08:52:00,188,"",,12,"",LaVine Free Throw 1 of 2 (1 PTS),3 - 7,4,203897,"","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
