eventorder,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,time.elapsed,is.end.of.possession,possession.end,possession.id,homedescription,visitordescription,score,scoremargin,player.1.id,neutraldescription,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
1,2,12,0,1,12:00:00,0,"",,1,"","",,,0,"","","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
2,4,10,0,1,12:00:00,0,"",,1,Jump Ball Zubac vs. Gobert: Tip to O'Neale,"",,,1627826,"","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
3,7,5,1,1,11:43:00,17,TRUE,turnover,1,Harkless STEAL (1 STL),Mitchell Bad Pass Turnover (P1.T1),,,1628378,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
4,9,1,101,1,11:31:00,29,TRUE,made.shot,2,Beverley 8' Driving Floating Jump Shot (2 PTS),"",0 - 2,2,201976,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
5,10,1,79,1,11:07:00,53,TRUE,made.shot,3,"",Mitchell 19' Pullup Jump Shot (2 PTS),2 - 2,TIE,1628378,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
6,11,5,1,1,10:50:00,70,TRUE,turnover,4,Beverley Bad Pass Turnover (P1.T1),Mitchell STEAL (1 STL),,,201976,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
7,13,1,2,1,10:46:00,74,TRUE,made.shot,5,"",Ingles 26' 3PT Running Jump Shot (3 PTS) (Bogdanovic 1 AST),5 - 2,-3,204060,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
8,15,2,80,1,10:28:00,92,"",,6,MISS George 15' Step Back Jump Shot,"",,,202331,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
9,16,4,0,1,10:25:00,95,TRUE,missed.shot,6,"",O'Neale REBOUND (Off:0 Def:1),,,1626220,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
10,17,1,50,1,10:21:00,99,TRUE,made.shot,7,"",Gobert  Running Dunk (2 PTS) (Mitchell 1 AST),7 - 2,-5,203497,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
11,19,2,79,1,10:06:00,114,"",,8,MISS Leonard 16' Pullup Jump Shot,"",,,202695,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
12,20,4,0,1,10:03:00,117,TRUE,missed.shot,8,"",Mitchell REBOUND (Off:0 Def:1),,,1628378,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
13,21,2,73,1,09:56:00,124,"",,9,"",MISS Mitchell 4' Driving Reverse Layup,,,1628378,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
14,22,4,0,1,09:55:00,125,TRUE,missed.shot,9,George REBOUND (Off:0 Def:1),"",,,202331,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
15,23,1,79,1,09:49:00,131,TRUE,made.shot,10,George 26' 3PT Pullup Jump Shot (3 PTS),"",7 - 5,-2,202331,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
16,24,2,1,1,09:29:00,151,"",,11,"",MISS Mitchell 26' 3PT Jump Shot,,,1628378,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
17,25,4,0,1,09:29:00,151,TRUE,missed.shot,11,George REBOUND (Off:0 Def:2),"",,,202331,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
18,26,1,58,1,09:21:00,159,TRUE,made.shot,12,Zubac 7' Turnaround Hook Shot (2 PTS) (George 1 AST),"",7 - 7,TIE,1627826,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
19,28,2,98,1,09:03:00,177,"",,13,"",MISS Gobert 5' Cutting Layup Shot,,,203497,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
