eventorder,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,time.elapsed,is.end.of.possession,possession.end,possession.id,homedescription,visitordescription,score,scoremargin,player.1.id,neutraldescription,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
1,2,12,0,1,12:00:00,0,"",,1,"","",,,0,"","","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
2,4,10,0,1,12:00:00,0,"",,1,Jump Ball Adebayo vs. Bagley III: Tip to Leonard,"",,,1628389,"","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
3,7,2,1,1,11:34:00,26,"",,1,MISS Leonard 25' 3PT Jump Shot,"",,,203086,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
4,8,4,0,1,11:31:00,29,"",,1,Adebayo REBOUND (Off:1 Def:0),"",,,1628389,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5,9,1,9,1,11:21:00,39,TRUE,made.shot,1,Leonard 1' Driving Dunk (2 PTS) (Nunn 1 AST),"",0 - 2,2,203086,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
6,11,2,63,1,11:02:00,58,"",,2,"",MISS Fox 10' Fadeaway Jumper,,,1628368,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
7,12,4,0,1,10:59:00,61,TRUE,missed.shot,2,Adebayo REBOUND (Off:1 Def:1),"",,,1628389,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
8,13,1,1,1,10:54:00,66,TRUE,made.shot,3,Leonard 27' 3PT Jump Shot (5 PTS) (Nunn 2 AST),"",0 - 5,5,203086,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
9,15,1,5,1,10:42:00,78,TRUE,made.shot,4,"",Barnes 1' Layup (2 PTS) (Fox 1 AST),2 - 5,3,203084,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
10,17,5,45,1,10:28:00,92,TRUE,turnover,5,Nunn Out of Bounds - Bad Pass Turnover Turnover (P1.T1),"",,,1629134,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
11,18,2,1,1,10:19:00,101,"",,6,"",MISS Hield 28' 3PT Jump Shot,,,1627741,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
12,19,4,0,1,10:17:00,103,TRUE,missed.shot,6,Leonard REBOUND (Off:0 Def:1),"",,,203086,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
13,20,2,79,1,10:03:00,117,"",,7,MISS Nunn 16' Pullup Jump Shot,"",,,1629134,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
14,21,4,0,1,10:00:00,120,TRUE,missed.shot,7,"",Hield REBOUND (Off:0 Def:1),,,1627741,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
15,22,1,1,1,09:51:00,129,TRUE,made.shot,8,"",Hield 25' 3PT Jump Shot (3 PTS) (Bjelica 1 AST),5 - 5,TIE,1627741,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,TRUE,""
16,24,5,40,1,09:36:00,144,TRUE,turnover,9,Adebayo Out of Bounds Lost Ball Turnover (P1.T2),"",,,1628389,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
17,25,2,86,1,09:25:00,155,"",,10,"",MISS Barnes 5' Turnaround Fadeaway Shot,,,203084,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
18,26,4,0,1,09:22:00,158,TRUE,missed.shot,10,Leonard REBOUND (Off:0 Def:2),"",,,203086,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
19,27,1,6,1,09:12:00,168,TRUE,made.shot,11,Jones Jr. 1' Driving Layup (2 PTS) (Leonard 1 AST),"",5 - 7,2,1627884,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
20,29,1,7,1,08:59:00,181,TRUE,made.shot,12,"",Bagley III 1' Dunk (2 PTS) (Hield 1 AST),7 - 7,TIE,1628963,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
21,31,6,4,1,08:43:00,197,"",,13,Leonard OFF.Foul (P1) (B.Nansel),"",,,203086,"","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","",""
22,33,5,37,1,08:43:00,197,TRUE,turnover,13,Leonard Offensive Foul Turnover (P1.T3),"",,,203086,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
23,34,9,1,1,08:43:00,197,"",,14,"",Kings Timeout: Regular (Reg.1 Short 0),,,1610612758,"","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","",""
